# this is a test
# this is a test
75.	748.3	738.
200.	668.7	668.6
270.	635.6	635.2
472.	606.1	600.4
442.	598.7	590.
622.	599.5	586.2
727.	599.6	587.
887.	612.5	582.
1027.	589.1	573.1
1362.	588.8	569.7
1642.	572.5	564.1
2092.	726.2	671.
1927.	654.5	633.9
